comment_id,parent_id,author,text,likes,is_reply,video_id,video_title,reply_count,is_spam
UgxthPSufVq0xRW_gKF4AaABAg.AC8Wz2WZ2PfACAAFfju9eP,UgxthPSufVq0xRW_gKF4AaABAg,@toyoma57,허망…? ㅋ <br>주변에 우유배달에 오만 일 다하면서 자식 예체능공부시켜 명문대 다 보내고 결혼도 다 잘함ㅋ<br>그분딸은 검사한테 시집갔음 ㅋ <br><br>결혼전 학원차려 열심히 하루하루 살고 부모에게 효도하는 모습보면서 그여사님 매일매일 감사기도한다고 말함 ㅋ <br><br>학원도 돈이 있어야 차리는거고 ㅋ<br>돈있어 학원차린다해도 <br>장사되는건 결국 그 부모의 노력과 자식의긍지로 얻은 실력과 학벌로 운영하는거임ㅋ <br><br>예체능전공했다고 다 엘리트 아니고 어디 이름도 모르는 대학나와 학원하는 사람도 많은데 ㅋ<br>공부해서 일반회사에들어가서 먹고 살든 ㅋ <br>공부해서  자기 사업장차려서 먹고살든 ㅋ<br>예체능해서 학원차려 본인이 제대로배운 실력으로 잘가르쳐 먹고 살든 ㅋ <br>사람 먹고 사는것 다 ~ 똑같고 그것도 다 ~ 같은 능력임 ㅋ <br><br>돈이있든 없든 자식하나를 위해 몸을던지는 부모를 만나보지도 ㅋ <br>그런교육을받아 예체능을 제대로 각잡고 배워보지도 ㅋ 또 그런재능을 가져보지도 ㅋ 거기다 자기 사업장 차릴 학벌과돈도 가져보지도 못한 인간들이 ㅋ <br>저렇게 돈들였는데 끝이 어쩌니 저쩌니 가소롭노 ㅋㅋ<br><br>난 그 집 딸내미들 같은 교회다녀서 자라온과정 다 봤는데 ㅋ <br>그렇게 쉽게 말못함 ㅋ <br>최선을다해 살았고 학원운영하는 예체는전공자들 ㅋ 대놓고 폄하 오지노 ㅋㅋ,20,True,aznoxfL12lw,딸이 대회에서 대상을 받아도 엄마가 기뻐하지 못한 이유 #LTNS,5.0,1
